epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,495.216,1.13606,1.80008,0.92202,1.41051,0.68506,0.61194,0.63377,0.34758,0.679,0.62189,0.63032,0.33954,1.53427,2.71659,1.45802,1.7786,0.0013334,0.0013334,0.0013334
103,500.168,1.09696,1.79229,0.88343,1.3743,0.60422,0.60762,0.59672,0.32583,0.62209,0.62242,0.61909,0.32551,1.58343,2.69662,1.48765,1.81454,0.0013268,0.0013268,0.0013268
104,505.123,1.07963,1.74775,0.87228,1.36926,0.7087,0.56219,0.67026,0.37811,0.72928,0.56219,0.65994,0.35603,1.54923,2.75729,1.33994,1.76505,0.0013202,0.0013202,0.0013202
105,509.911,1.11861,1.80901,0.90611,1.38742,0.63632,0.62687,0.63277,0.36417,0.64642,0.63682,0.64878,0.34437,1.5402,2.64066,1.41963,1.76307,0.0013136,0.0013136,0.0013136
106,514.811,1.12552,1.77186,0.88274,1.38529,0.68481,0.63682,0.66834,0.38854,0.70197,0.65174,0.69572,0.36576,1.47474,2.70635,1.31804,1.71983,0.001307,0.001307,0.001307
107,519.793,1.06408,1.72851,0.85084,1.34371,0.61698,0.59204,0.59979,0.35826,0.61895,0.59204,0.59678,0.33089,1.55396,2.63314,1.50733,1.78285,0.0013004,0.0013004,0.0013004
108,524.789,1.11381,1.78212,0.90057,1.3796,0.63005,0.61692,0.60889,0.34305,0.6405,0.61194,0.62839,0.32915,1.54545,2.75922,1.40418,1.83053,0.0012938,0.0012938,0.0012938
109,529.748,1.09171,1.76143,0.86066,1.36373,0.60947,0.66169,0.63881,0.35565,0.61998,0.63184,0.63697,0.35235,1.53519,2.82928,1.41959,1.76989,0.0012872,0.0012872,0.0012872
110,534.632,1.09854,1.8047,0.87678,1.37148,0.60098,0.67662,0.64591,0.35901,0.61043,0.68657,0.66639,0.34499,1.56739,2.71716,1.3747,1.8428,0.0012806,0.0012806,0.0012806
111,539.532,1.09952,1.78715,0.87914,1.38428,0.6021,0.63682,0.62451,0.3431,0.61174,0.65174,0.634,0.32861,1.56163,2.81909,1.42494,1.83546,0.001274,0.001274,0.001274
112,544.456,1.04401,1.69721,0.81883,1.35043,0.69303,0.58706,0.60633,0.34441,0.71753,0.61927,0.63699,0.33367,1.54102,2.90239,1.41885,1.89653,0.0012674,0.0012674,0.0012674
113,549.389,1.07362,1.72794,0.86095,1.3424,0.63192,0.64677,0.63155,0.35757,0.63192,0.64677,0.63851,0.35602,1.54595,2.75506,1.37652,1.83799,0.0012608,0.0012608,0.0012608
114,554.291,1.07241,1.74332,0.8371,1.34799,0.73525,0.59701,0.63846,0.34785,0.75337,0.60789,0.65815,0.34024,1.53543,2.75521,1.41993,1.8017,0.0012542,0.0012542,0.0012542
115,559.239,1.05436,1.72469,0.84511,1.34972,0.64045,0.64692,0.64551,0.35997,0.66098,0.66667,0.65993,0.3478,1.54114,2.69372,1.39417,1.79155,0.0012476,0.0012476,0.0012476
116,564.244,1.04702,1.70588,0.83433,1.32447,0.64553,0.60703,0.64236,0.36823,0.66306,0.62659,0.6555,0.34952,1.53876,2.76041,1.45223,1.828,0.001241,0.001241,0.001241
117,569.165,1.07806,1.72601,0.8607,1.35468,0.62183,0.66667,0.63601,0.34402,0.64109,0.68657,0.64705,0.3393,1.56814,2.90015,1.4663,1.84749,0.0012344,0.0012344,0.0012344
118,573.941,1.08633,1.76591,0.83951,1.37232,0.59281,0.65188,0.63657,0.33072,0.60691,0.65174,0.64123,0.32309,1.62571,2.78203,1.43449,1.85115,0.0012278,0.0012278,0.0012278
119,578.574,1.05027,1.67343,0.82257,1.3215,0.62959,0.64268,0.63303,0.35483,0.63782,0.64677,0.65767,0.34353,1.51218,2.67721,1.40925,1.78003,0.0012212,0.0012212,0.0012212
120,583.19,1.06189,1.72863,0.83158,1.33774,0.63898,0.58209,0.61073,0.34515,0.63974,0.6096,0.6275,0.31286,1.5661,2.71149,1.47184,1.85573,0.0012146,0.0012146,0.0012146
121,587.824,1.05495,1.68327,0.81653,1.32161,0.71684,0.53234,0.62402,0.33782,0.73736,0.54726,0.63586,0.33548,1.63349,2.94857,1.52827,1.87612,0.001208,0.001208,0.001208
122,592.422,1.0372,1.6709,0.79046,1.31833,0.71593,0.60184,0.64837,0.36139,0.7252,0.61707,0.65651,0.34943,1.53674,2.83057,1.41161,1.80871,0.0012014,0.0012014,0.0012014
123,597.049,1.01838,1.64812,0.78083,1.30978,0.65949,0.61194,0.63895,0.37275,0.72949,0.60375,0.64462,0.358,1.48937,2.7755,1.39702,1.74516,0.0011948,0.0011948,0.0011948
124,601.672,1.03387,1.68153,0.80267,1.32971,0.68039,0.56132,0.61826,0.34943,0.67778,0.59701,0.64377,0.3425,1.54084,2.75997,1.52541,1.78633,0.0011882,0.0011882,0.0011882
125,606.281,1.02187,1.64134,0.79189,1.30819,0.65946,0.61692,0.61752,0.35487,0.68532,0.59592,0.60872,0.33369,1.54304,2.8302,1.49452,1.7853,0.0011816,0.0011816,0.0011816
126,610.962,1.02589,1.63685,0.79041,1.30183,0.67732,0.59701,0.64786,0.37755,0.68698,0.60199,0.64188,0.35961,1.56648,2.78614,1.33757,1.8351,0.001175,0.001175,0.001175
127,615.775,1.02149,1.62214,0.76848,1.30744,0.64215,0.61692,0.62959,0.35529,0.67074,0.64179,0.66059,0.35058,1.56419,2.7782,1.36578,1.88007,0.0011684,0.0011684,0.0011684
128,620.428,1.00131,1.66076,0.76504,1.3088,0.62148,0.62189,0.62916,0.36049,0.63518,0.63682,0.63945,0.34551,1.55408,2.73999,1.41958,1.84851,0.0011618,0.0011618,0.0011618
