epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,157.6,1.66433,2.5734,1.66917,1.9758,0.57636,0.40299,0.47717,0.24017,0.55759,0.38806,0.45057,0.21698,1.78754,2.89151,1.87754,2.03657,0.0018086,0.0018086,0.0018086
31,162.759,1.69447,2.57948,1.67279,1.97832,0.60561,0.46766,0.49532,0.24031,0.63839,0.4655,0.51514,0.24451,1.85372,2.97107,1.892,2.0936,0.001802,0.001802,0.001802
32,167.875,1.6388,2.47407,1.61089,1.93231,0.57392,0.48756,0.50281,0.23404,0.59904,0.46828,0.49802,0.24752,1.87509,2.77562,1.8779,2.15185,0.0017954,0.0017954,0.0017954
33,172.773,1.65884,2.4871,1.59208,1.93435,0.59381,0.54726,0.49084,0.24575,0.60461,0.55721,0.52121,0.24651,1.76181,2.86569,1.79754,2.01011,0.0017888,0.0017888,0.0017888
34,177.846,1.62557,2.44203,1.54807,1.89137,0.50007,0.54726,0.5031,0.24253,0.56384,0.46766,0.50145,0.24369,1.83986,2.91405,1.84847,2.06301,0.0017822,0.0017822,0.0017822
35,183.032,1.58511,2.40009,1.52863,1.8767,0.44219,0.52239,0.47003,0.22117,0.47498,0.52736,0.49812,0.23662,1.81893,2.92923,1.8656,2.07546,0.0017756,0.0017756,0.0017756
36,187.983,1.59198,2.44785,1.54496,1.8608,0.47649,0.55721,0.50505,0.24636,0.53863,0.51113,0.51767,0.25161,1.76614,2.69116,1.81193,1.99957,0.001769,0.001769,0.001769
37,192.999,1.58656,2.41181,1.51995,1.86488,0.53394,0.46269,0.45274,0.23021,0.52791,0.45619,0.46266,0.22895,1.75639,2.93183,1.8738,2.02477,0.0017624,0.0017624,0.0017624
38,197.953,1.5277,2.40985,1.52137,1.82247,0.55839,0.54101,0.51516,0.24975,0.56016,0.54491,0.51395,0.24285,1.87171,2.79096,1.8264,2.11203,0.0017558,0.0017558,0.0017558
39,202.978,1.55692,2.39087,1.46757,1.82766,0.61236,0.54228,0.58147,0.30041,0.62359,0.55223,0.59738,0.299,1.67999,2.70715,1.6187,1.92491,0.0017492,0.0017492,0.0017492
40,208.219,1.54386,2.37492,1.47118,1.81963,0.57032,0.53731,0.53338,0.26343,0.59954,0.55721,0.54589,0.26673,1.76448,2.66101,1.69969,1.99561,0.0017426,0.0017426,0.0017426
41,213.521,1.55709,2.35619,1.48383,1.83172,0.58494,0.61194,0.57723,0.2907,0.58215,0.57711,0.55379,0.28305,1.75303,2.83695,1.635,1.95876,0.001736,0.001736,0.001736
42,218.58,1.48935,2.28285,1.43277,1.77174,0.58058,0.51244,0.54281,0.27357,0.618,0.54726,0.57495,0.28417,1.71898,2.63283,1.67338,1.97604,0.0017294,0.0017294,0.0017294
43,223.497,1.50717,2.32632,1.41216,1.80436,0.56981,0.56673,0.52884,0.26008,0.56611,0.53228,0.52904,0.25814,1.70976,2.94894,1.98512,1.97238,0.0017228,0.0017228,0.0017228
44,228.687,1.53128,2.3118,1.4082,1.80199,0.63583,0.56716,0.53605,0.25018,0.62864,0.58209,0.56523,0.28203,1.78752,2.55739,1.76362,2.03204,0.0017162,0.0017162,0.0017162
45,233.749,1.48253,2.3248,1.40401,1.769,0.50759,0.59701,0.56077,0.2712,0.5602,0.51964,0.56247,0.28188,1.76736,2.66391,1.68435,1.97508,0.0017096,0.0017096,0.0017096
46,238.698,1.51205,2.29305,1.39202,1.77837,0.57453,0.54726,0.54691,0.25205,0.58544,0.59701,0.59081,0.27909,1.80696,2.67749,1.8951,2.06413,0.001703,0.001703,0.001703
47,243.663,1.4963,2.31549,1.40767,1.76626,0.60629,0.49751,0.54078,0.26627,0.61969,0.50249,0.53393,0.26913,1.77027,2.67855,1.71811,1.98293,0.0016964,0.0016964,0.0016964
48,248.726,1.48066,2.30304,1.35846,1.74872,0.59962,0.52736,0.53951,0.27228,0.5874,0.52736,0.54459,0.27589,1.77631,2.7148,1.74781,1.99909,0.0016898,0.0016898,0.0016898
49,253.938,1.43358,2.1997,1.29031,1.70394,0.64064,0.59204,0.57688,0.29389,0.63286,0.60889,0.58147,0.29464,1.70176,2.75969,1.58983,1.92802,0.0016832,0.0016832,0.0016832
50,259.256,1.45512,2.22893,1.31959,1.72347,0.66379,0.54229,0.59449,0.30895,0.66379,0.54229,0.59483,0.29862,1.67234,2.70377,1.63261,1.93747,0.0016766,0.0016766,0.0016766
51,264.531,1.47167,2.25046,1.36346,1.77179,0.54616,0.61194,0.52438,0.26494,0.54481,0.55974,0.52478,0.25842,1.63959,2.68704,1.74445,1.89816,0.00167,0.00167,0.00167
52,269.601,1.37801,2.17802,1.29187,1.66181,0.69034,0.49751,0.55828,0.29148,0.68399,0.52239,0.57401,0.29299,1.69382,2.67218,1.65826,1.90221,0.0016634,0.0016634,0.0016634
53,274.772,1.43048,2.19312,1.26179,1.66994,0.54193,0.56219,0.52387,0.26718,0.56327,0.56219,0.5552,0.2669,1.67446,2.81091,1.70016,1.9237,0.0016568,0.0016568,0.0016568
54,279.746,1.4487,2.24737,1.34067,1.73344,0.58469,0.59204,0.57253,0.28876,0.60004,0.59713,0.5856,0.29968,1.68914,2.70718,1.58872,1.96018,0.0016502,0.0016502,0.0016502
55,284.548,1.43769,2.23142,1.29595,1.72481,0.52168,0.61692,0.5456,0.27862,0.64033,0.53144,0.55628,0.27193,1.68256,2.70297,1.59541,1.90744,0.0016436,0.0016436,0.0016436
56,289.627,1.40793,2.18538,1.25861,1.68006,0.63113,0.59586,0.61458,0.30662,0.62382,0.59204,0.60003,0.30991,1.6425,2.63501,1.51774,1.87376,0.001637,0.001637,0.001637
57,294.602,1.3914,2.1495,1.23889,1.65636,0.65862,0.5471,0.59872,0.31927,0.65862,0.5471,0.60857,0.31087,1.69831,2.76433,1.54609,1.91173,0.0016304,0.0016304,0.0016304
58,299.537,1.3604,2.13366,1.23375,1.6522,0.60465,0.58209,0.60976,0.32628,0.64145,0.57214,0.61675,0.33176,1.67129,2.72897,1.5868,1.92562,0.0016238,0.0016238,0.0016238
59,304.494,1.41715,2.15721,1.27016,1.69566,0.71675,0.51244,0.58965,0.29153,0.72371,0.51741,0.5877,0.28568,1.70045,2.7322,1.59335,1.95535,0.0016172,0.0016172,0.0016172
60,309.51,1.41274,2.18262,1.25321,1.66271,0.57655,0.61643,0.59937,0.30762,0.57589,0.60126,0.59871,0.29923,1.67582,2.55509,1.559,1.8967,0.0016106,0.0016106,0.0016106
61,314.541,1.36824,2.08617,1.18846,1.63281,0.58089,0.53786,0.57641,0.29581,0.58225,0.56166,0.57214,0.30191,1.70494,2.69022,1.59539,1.92008,0.001604,0.001604,0.001604
