epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,160.149,1.64407,2.51605,1.61107,1.93312,0.58307,0.50746,0.5187,0.27487,0.61276,0.53234,0.54503,0.2707,1.72633,2.836,1.76338,2.00792,0.0018086,0.0018086,0.0018086
31,165.409,1.6617,2.5469,1.65068,1.93536,0.54982,0.43284,0.45993,0.23151,0.59306,0.44776,0.48039,0.22498,1.76455,3.08123,1.89892,2.02858,0.001802,0.001802,0.001802
32,170.633,1.60631,2.42681,1.58984,1.89237,0.5807,0.48259,0.49252,0.24284,0.58736,0.49573,0.50686,0.24763,1.80421,2.83548,1.85128,2.06336,0.0017954,0.0017954,0.0017954
33,175.827,1.58529,2.4364,1.58237,1.86993,0.62669,0.49751,0.51244,0.27447,0.65627,0.52239,0.54796,0.27009,1.66373,2.7797,1.72759,1.94838,0.0017888,0.0017888,0.0017888
34,181.045,1.60473,2.43683,1.5511,1.87417,0.62872,0.52239,0.52536,0.28017,0.6512,0.52944,0.55003,0.28259,1.64419,2.60702,1.70178,1.92696,0.0017822,0.0017822,0.0017822
35,186.038,1.58504,2.38805,1.53446,1.86776,0.50533,0.49751,0.46171,0.234,0.56811,0.48428,0.51243,0.25446,1.72306,2.65811,1.91687,2.02769,0.0017756,0.0017756,0.0017756
36,190.898,1.58662,2.47648,1.58676,1.86584,0.53054,0.55224,0.53372,0.27488,0.56063,0.53731,0.54106,0.27099,1.69446,2.65418,1.6902,1.99415,0.001769,0.001769,0.001769
37,195.809,1.55568,2.40865,1.51531,1.83467,0.49757,0.52239,0.46441,0.23069,0.62594,0.44957,0.48193,0.22201,1.73909,2.8658,1.7891,2.06384,0.0017624,0.0017624,0.0017624
38,200.766,1.5211,2.33907,1.5076,1.81081,0.6675,0.47264,0.55933,0.28208,0.59005,0.51559,0.5619,0.27543,1.74044,2.85468,1.75692,2.01214,0.0017558,0.0017558,0.0017558
39,205.767,1.53382,2.37028,1.4957,1.82875,0.55465,0.59484,0.55299,0.28176,0.59205,0.59204,0.59297,0.28461,1.67274,2.68804,1.66399,1.97515,0.0017492,0.0017492,0.0017492
